description,business_tags,sector,category,niche,insurance_label,insurance_label_scores,pred_status,top1_score,gap_top1_top2,human_ok,notes
"Kunming County Industrial and Information & Communication Technology Enterprise is a government agency located in Kunming, China. The agency is responsible for promoting and supporting the development of the region's industrial, commercial, and cross-sectoral activities. It has been involved in various projects, including the development and implementation of a 100MW wind power project in Heshan, the ""Green Power Triangle Energy"" project, and the ""Shanghai ""十三五"" development project. The office is headed by the ""Kunting County Industrial & Information Technology Enterprise"" and has received technical support from ""Shaanxi Tian Tian Creative Culture Co., Ltd.""","['Prize Pool', 'Online Gambling Platform', 'Official Venues', 'Electronic Sports', 'Play Lotto', 'Unlimited Withdrawals', 'European Cup 2016', 'High Odds']",Government,"Executive, Legislative & Government Institutions",Administration of Housing Programs,Swimming Pool Installation Services,0.0608,uncertain,0.0607976684074562,0.0033681478305828,,
"Pirotecnica - Bestbuymobimobile is a company that specializes in the production and sale of high-quality fireworks at affordable prices. They offer a variety of products, including 100 and 200 shot pyrotechnics, with prices ranging from €19.99 to €120.","['Pyrotechnics Research and Development', 'Battery 200 Shots', 'Multimedia Collage']",Manufacturing,Gun shop,Explosives Manufacturing,Market Research Services,0.0539,uncertain,0.0538536223980305,0.017598137607511,,
DenLors Auto Blog is an auto tool sales company that specializes in providing top-quality kits for repairing spark plug threads for Harley Davidson motorcycles and other brands. They offer Time Sert kits that use superior inserts and installation techniques to ensure reliable and long-lasting solutions. The company understands the frustration of customers who have previously used ineffective parts store kits for spark plug thread repair and offers their expertise to help customers select the right kit for their Harley Davidson. DenLors Tools also provides answers to frequently asked questions about repairing Harley Davidson spark plug wires.,"['Time Sert Kits', 'Rescue Bits', 'Windows Tools', 'Auto Tool Sales', 'Repairing Spark Plug Threads', 'Retail', 'ATD Tools']",Manufacturing,Auto Parts Manufacturers,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,Windows and Doors Installation,0.0513,uncertain,0.0512522789646692,0.0250167376660877,,
"Marktplatz Hundsangen is a virtual marketplace that provides information about the town of Hundzangen and its businesses. The marketplace offers a directory of local businesses, a business directory, and information on services, events, and transportation. The concept of the marketplace allows users to quickly and easily access compact information about a specific city or municipality. Hundsdangen's location in the Westerwald region provides a well-developed network of cycling and hiking trails for nature enthusiasts to explore the flora and fauna of the area. The town also offers various cultural and sports facilities, such as a sports hall and swimming pool, for a diverse and active leisure environment.","['Comprehensive Information Services', 'Local Businesses Information', 'Local Business Directory Services']",Government,"Executive, Legislative & Government Institutions","Executive and Legislative Offices, Combined",Swimming Pool Installation Services,0.0509,uncertain,0.0509397037809704,0.003640999409603,,
"El Shandweely Trading for Suppliers of Tyres is a leading company in the tire and battery market in Egypt. They are the exclusive agent for all brands offered on their website in Egypt and are considered one of the largest importers of tires in the country. The company provides high-quality international tires and offers assembly, installation, and alignment services for all types of cars to ensure safety, comfort, and driving pleasure for motorists throughout Egypt. El ShandWeely is a distributor for all tire and batteries companies and provides solutions for car tires of all kinds that cover all the needs of the Egyptian market in all its sectors.","['Alignment and Disassembly Services', 'International Tires', 'Technical Support Services', 'Tire and Battery Distributor', 'Recycled Batterings', 'Bathroom Facilities', 'Alignment Services', 'Tyres and Batteries', 'Wheelchair Accessible Entrance', 'Maintenance Services']",Wholesale,"Breaks, Wheels & Tire Dealers",Tire and Tube Merchant Wholesalers,Road Maintenance Services,0.0500,uncertain,0.0499758754556931,0.0062119309228177,,
"The Reformed Presbyterian Church of Bucklands Beach is a religious organization located in Bucklands beach, Auckland, New Zealand. The church offers Sunday worship services and various other ministries throughout the week, including Bible study groups in the East Auckland area. The teaching pastor, James Hyslop, presents God's word in a clear and relatable manner and has a passion for people to be involved in their lives and to see them grow in a deeper faith in Jesus Christ. The organization is part of the Reformed Churches of New Zealand (Rcnz), a larger group of churches that work together for mutual encouragement, accountability, and furthering the kingdom of God through the proclamation of the Gospel of Grace.","['Religious Organization', 'Sunday Morning Worship Services', 'Bible Study Groups', 'Morning Service']",Non Profit,Churches & Religious Organizations,Religious Organizations,Non-Profit Management,0.0487,uncertain,0.0487030006677953,0.0365148059908163,,
"Redhead Cider Adventures is a company that specializes in introducing people to new ciders and flavor experiences. The company was founded by a redhead cider aficionado who has a passion for trying new cider and is often found at weekly tastings, cider festivals, and other cider events. The founder's goal is to bring more information about cider to the masses, so they too can fall in love with the amazing taste of the huge variety of hard ciders out there.","['Cider Tasting Experiences', 'Food and Beverage', 'Tastings And Events', 'Flavor Experience', 'Tasting Flights']",Manufacturing,Tree Farms,Apple Orchards,Non-Alcoholic Beverage Manufacturing,0.0476,uncertain,0.0475810780845456,0.0113850713212083,,
"Optimal Avionics is a premier avionics and aircraft maintenance provider located in Atlanta, Georgia. They specialize in scheduled and un-scheduled repairs and servicing on most general aviation aircraft, with a highly skilled and experienced workforce that offers responsive service and nationwide coverage throughout the U.S. and select international markets. Optimal Avionic's AOG Mobile Maintenance team is operational 24/7, allowing them to travel to the customer and save them time and money. They provide cutting-edge avionics systems that enhance aircraft safety, performance, and efficiency, empowering business professionals to maximize their valuable time. Opt optimal Avionics offers a range of products and services, including indicators, flight command, pilot control, wheel, AutoPilot Pro, system, engine guard, monitoring, aircraft cleaning and detailing, and parts sales.","['Expert Technical Support', 'Rotable Exchanges', 'Honeywell Inertial Measurement Unit', 'Aircraft Cleaning and Detailing Services', 'Wheels & Brakes', 'Filters, Harness, and Switch', 'Flight with Command', 'Extensive Inventory', 'Precise Quality Control', '24/7 Support Hotline', 'Mobile AOG Maintenance', 'Aviation Maintenance and Avionics Provider', 'Parts Sales', 'Jacks, Towbars, and HPU', 'Pilot Controls', 'Transponders, Antennas, and Compasses', 'Rapid Global Delivery', 'Aircraft Tools', 'Gauges, Wrenches, and Adapters']",Services,Railroad Service Companies,Other Support Activities for Air Transportation,Road Maintenance Services,0.0474,uncertain,0.047391179121004,0.0040850168119605,,
"The Tribal Libraries, Archives, and Museums Project (Tlam) is a pilot project at the University of Wisconsin-Madison School of Library and Information Studies (Slis) that focuses on designing a course for SLIS called Tribal Libraries. The project aims to create relationships between SLIS, the Red Cliff community, the larger University, the library and information community, and other tribes and bands across the state. TLAM advisors include Prof. Sunny Kim, Janice Rice, and Special Librarian Michele Besant.","['Library and Information Studies Education', 'Archives, Libraries, and Museums']",Services,Libraries,Libraries and Archives,Project Management Services,0.0471,uncertain,0.0471419426397999,0.0253532951313265,,
"Maison de Retraite et Ehpad is a French directory that provides detailed information and photos of medical retirement homes (Ehpad, Usld, Alzheimer's, and other types of retirement homes), residential services, homestays, autonomous residences, and Ehpa retirement homes. The directory offers information on the different types of establishments, including those that are medicalized, non-medicalized, and those that provide services such as home-based living. The website also provides information on Alzheimer's and Parkinson's care, as well as resources for those interested in working in Ehpad. Additionally, the directory offers a directory of nursing homes and EHPADs in France.","['Community Housing', 'Individual Residences for Autonomous Elderly Individuals', 'Resident Autonomy', 'Autonomy Residences', 'Personalization of Autonomics', 'Information and Directory Services', 'Service Residences', 'Information Services for Alzheimers Patients', 'Retirement Living Directory Services', 'Directory Platform', 'Medical Retirement Homes Directory', 'Personalized Autonomy Allocation Services']",Services,Senior Care and Assisted Living Facilities,Continuing Care Retirement Communities,Community Engagement Services,0.0428,uncertain,0.0428435477196368,0.0142406977124509,,
"Yap Aluminium & Glass Works is a company based in Jemaluang, Johor, Malaysia. It operates in the aluminum supply industry.",[],Manufacturing,Aluminum Processing & Products,"Other Aluminum Rolling, Drawing, and Extruding",Coffee Processing Services,0.0393,uncertain,0.0393451546516023,0.0011747332254526,,
"8Day is a South Korean-Asian online casino that specializes in sports betting, lottery, casino games, and online betting. They offer a variety of casino games such as slot machines, roulette, blackjack, and poker, as well as online lottery games like blackjack and roulette. The company also provides VIP services and gift cards for their customers. 8Day is known for their reliable and easy-to-use platform, with a focus on providing a safe and enjoyable experience for their clients. They have received positive feedback from customers who have enjoyed their games and recommend them to others.","['Entertainment Venue', 'GPI Casinos', 'Gift Vouchers', 'Online Gaming Platform', 'Employee-owned Entertainment Venue', 'Lottery Games', 'Tcg Lottery', 'Keno VL', 'BBIN Lottery BBIN', 'Gambling and Betting Services', 'Products & Gifts']",Services,Casino & Betting,Other Gambling Industries,Online Marketing Services,0.0383,uncertain,0.0383099804827358,0.0244464417145236,,
"Good Friend is an import, export, distribution, and solution company specializing in pneumatics, lubricants, and filtration. The company is a key player in the market and offers a range of internationally recognized brands to meet the needs of the global market. Good Friend's mission is to provide a diverse and distinguished range of products and services that promote safe mobility while protecting the environment.","['Importing Company', 'Lubricant Products', 'Importing, Distributing, and Pavement Solutions', 'Pneumatic Products', 'Car Rental', 'Filtration Solutions', 'Vehicle Purchase', 'Distribution Company']",Wholesale,Auto Parts Store,Tire and Tube Merchant Wholesalers,Sidewalk Construction Services,0.0369,uncertain,0.0368519253890536,0.0175679352575462,,
"Zhejiang Zhongzheng Precision Component Co., Ltd. is a Chinese company that specializes in providing high-performance bearing solutions for the automotive and general industry. With a team of 622 employees, including 135 engineers and research and development personnel, the company is committed to providing global customer service.","['Manufacturing', 'High-performance Winding Solutions', 'Winding Equipment for Automotive Industry']",Manufacturing,Metal Fabrication Services,Ball and Roller Bearing Manufacturing,Sheet Metal Services,0.0342,uncertain,0.0342382064969099,0.0056568610783123,,
"Suplant is a Polish company that specializes in the manufacturing of highly reactive granular calcium carbonate fertilizers. Their products are made using modern technology and the best natural mineral raw materials available in the Polish market. Suplant offers a range of fertilizers, including Suplagran and Calcium Magnesium Fertilizer (CMF) - Suplamag, which are highly reactive and can be used without any restrictions in organic farming areas. The company possesses tests and certificates required for this type of fertilizer.","['Fertillizer Chalk Based on Flour', 'Organic Farms', 'Calcium Fertilizers Manufacturer', 'Trading Company', 'Calcium Granules Manufacturer', 'Blackboard Chalk']",Manufacturing,Chemicals,Phosphatic Fertilizer Manufacturing,Chemical Manufacturing,0.0341,uncertain,0.0341410829669497,0.0141152682454624,,
"TelecomLeader.com is a domain name that is currently for sale. The company offers a buyer protection program and provides fast and easy transfers with hassle-free payments. Customers can choose to pay by bank wire and receive a 1% discount or use popular payment options like Adyen, a popular platform for tech companies like Uber and eBay.","['Secure Payments', 'Hassle-free Payments', 'Bank Wire Payments', 'Transaction Support', 'Fast and Easy Transfers', 'Domain Name Sales', 'Buyer Protection Program', 'Value Added Tax Information']",Services,Telecommunications,Telecommunications Resellers,Fire Protection System Services,0.0332,uncertain,0.0331535731107921,0.0288612152394441,,
"Kota Basent Vehicle Colony Aditya Nagar is a driver and vehicle licensing agency located in Modak, Rajasthan, India. They specialize in providing license and registration services for vehicles.","['Driver Licensing Services', 'License Acquisition Services', 'Vehicle Registration Services', 'Registration Services']",Services,Car Rental,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Legal Services,0.0222,uncertain,0.0222282312876287,9.54461822375019e-06,,
Airconnect is a company that provides a branded video meeting portal for businesses to meet their clients and customers. They offer a fully featured customer portal that allows customers to access their data directly and video call in a branded portal. The portal can have multiple video touchpoints for onboarding or regular consultations. Airconnect aims to automate onboarding processes and make activation easy by collecting all customer information in a portal.,"['Regular Consultations', 'Self-serve Options', 'Video Touchpoints during Onboarding', 'Fully Featured Customer Portal', 'Branded Video Meeting Portal Services', 'Automated Onboarding']",,,All Other Business Support Services,Data Analysis Services,0.0164,uncertain,0.0163611698257045,0.000517272678714,,
"KiAng is a Chinese professional tactical gear manufacturer that has been in operation for 15 years. They specialize in producing high-quality tactical backpacks, medical kits, gun holsters, magazine pouches, bulletproof vests, bullet-resistant vests and helmets, anti-riot shields, anti riot suits, tactical earpieces, tactical flashlights, and other tactical accessories. The company has its own design and development team, with 80% of its designers and developers having over 10 years of experience in the industry. They offer OEM and ODM orders and can also create customized production according to customer samples. KiAng has its production capacity for an annual production of 50,000 pieces of stab resistance personal body armor, tactical vests.",[],Manufacturing,Sporting Goods Store,Sporting and Athletic Goods Manufacturing,Ice Production Services,0.0143,uncertain,0.0143069271180064,0.0002069874932001,,
"Todayupdates is a company that provides information and updates on various technology-related topics, including WhatsApp, Instagram, and Viber. They offer tips and guides on how to use and use popular messaging apps such as WhatsApp, Facebook Messenger, and Instagram, as well as how to download and share photos, stories, reels, and videos. They also provide information on how-to recovery and delete WhatsApp messages, track online relationships, and record calls using call recorders.","['Video Editing Apps', 'Jawan Template Text Effect Capcut', 'Whatsapp Messaging Editing']",Services,Newspapers & Magazines,Greeting Card Publishers,Online Marketing Services,0.0099,uncertain,0.0099156075545798,0.0010946326074724,,
"Květinářství is a small flower shop that specializes in cut flowers. They offer a variety of seasonal flowers for both indoor and outdoor use, as well as for home decor. The company prides itself on its passion for flowers and aims to provide customers with beautiful and fresh flowers. In addition to their selection of flowers, they also offer flower arrangements for special occasions such as Mother's Day.","['Floral Arrangement Services', 'Floral Arrangements for Gardens', 'Gift Items', 'Retail', 'Seasonal Flower Arrangements']",Wholesale,Florists,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",Animal Day Care Services,0.0099,uncertain,0.0098597786340463,0.000416994580388,,
"Galery Rch is a fish farm located in Cicadas, West Java, Indonesia.",['Fish Hatchery'],Manufacturing,Fish Farms,Other Aquaculture,Plastic Manufacturing,0.0090,uncertain,0.0089760289273287,0.0005613267108813,,
"Barijotwa is a driving school located in Basti, Uttar Pradesh, India.","['Educational', 'Driving School Industry']",Education,Driving Schools,Automobile Driving Schools,Occupational Health Services,0.0000,uncertain,0.0,0.0,,
