description,business_tags,sector,category,niche,insurance_label,insurance_label_scores,pred_status,top1_score,gap_top1_top2,human_ok,notes
"Ace Race Parts is a manufacturer and supplier of high-quality fabrication components based in Olympia, Washington. They cater to OEM and Aftermarket manufacturers in the automotive, diesel, marine, and industrial industries, serving customers in over 30 countries. With a wide range of fabrication components, Ace Race Parts offers same-day shipping and quick delivery times on in-stock products, as well as medium to large volume custom and private label manufacturing services. Located near the I-5 freeway and Olympia Regional Airport, they are able to pick, pack, ship, and deliver fabrication components worldwide in a timely manner.","['Small to Medium Volume Manufacturing', 'Private Label Manufacturing', 'Same-day Shipping', 'Inventory Management', 'Engineered Components Manufacturer', 'Manufacturing Capabilities']",Wholesale,Auto Parts Manufacturers,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Tent Manufacturing Services,0.0470,uncertain,0.0469718256094227,0.0002697786597901,,
Ship Landing is a company that specializes in the development and production of space vehicles. Their main focus is on the creation of unmanned aerial vehicles (UAVs) for commercial use.,"['Space Exploration Services', 'Spacecraft Development', 'Space Ships']",Manufacturing,Aircraft Parts & Services,Guided Missile and Space Vehicle Manufacturing,Content Creation Services,0.0462,uncertain,0.0462091349508479,0.0008257191404744,,
"Shineichi-ji Orthopedics is an orthodontic clinic located in Echigo City, Japan, with over 30 years of experience. The clinic specializes in orthopedic surgery and has received the largest reviews for over 400 cases in the region. The head of the group is a veteran with more than 30 years' experience in performing this technique, who has given technical guidance to over 500 practitioners nationwide. The main clinic, Shin-Ekidani Orthopedic, is where the general director works, offering treatments that are supported by the practitioner. The hospital believes that the cause of pain is ""body distortion"" and believes that ""health is from the spine."" They have introduced the latest orthopedics beds, which are only about 100 in Japan, and special electric power to calm excited nerves and suppress pain. The cause of the disease is determined by a thorough examination and treatment. Aftercare is also provided in the hospital to prevent recurrence of symptoms.","['Orthopaedic Implants', 'Online Booking Platform', 'Alternative Medicine', 'Acupuncture', 'Advice and Guidance', 'Orthodontic Beds', 'Health and Wellness Services', 'Medical Facility', 'Posture Examination', 'Healthcare Services', 'Orthopaedic Services', 'Special Electric Power', 'Aftercare Services', 'Orthopaedic Trauma']",Services,Orthopedic Clinics,Offices of Physicians (except Mental Health Specialists),Health and Safety Consulting,0.0448,uncertain,0.0448034218385406,0.0093747940224009,,
"Urban Geothermal Solutions (UGS) is a Swedish company that specializes in providing turn-key geothermal energy solutions for commercial and public buildings. With over 30 years of experience in designing and installing geothermal solutions, UGS offers customized and optimized renewable energy solutions to replace fossil fuels in heating and cooling systems. The company's team has a deep understanding and knowledge of geothermal systems and can design and build efficient solutions for different building types and needs. UGS uses unique drilling methods developed for accuracy, efficiency, and environmentally friendliness to implement geothermal projects in urban environments. The BTES geothermal system has been able to cover 52% of the heating load capacity and 31% cooling capacity, providing heating while using 60% less energy than an equivalent ASHP system system.","['Renewable Energy Implementation', 'District Heating, Solar, and Waste Heat', 'Micro- and Thermal Grids', 'Geothermal Drilling', 'Feasibility Studies', 'Geothermal Energy Solutions']",Wholesale,Renewable energy companies,Geothermal Electric Power Generation,Well Drilling Services,0.0438,uncertain,0.0437554176059044,0.0068703120927662,,
"Virginia Cooperative Extension is a partnership of Virginia Tech, Virginia State University, the U.S. Department of Agriculture, and local governments that provides educational programs in Agriculture and Natural Resources, Family and Consumer Sciences, 4-H Youth Development, and Community Viability to the people of Buckingham County. With 107 local Extension offices, eleven Agricultural Research and Extension Centers, and six 4-Youth educational centers, they offer a wide range of resources and services to the community. Their programs and employment are open to all, regardless of age, color, disability, gender, gender identity, gender expression, national origin, political affiliation, race, religion, sexual orientation, genetic information, military status, or any other protected basis. Buckingham County is a local connection to Virginia's land-grant universities, Virginia Tech and Virginia State.","['4-H Youth Development Programs', 'Agriculture and Natural Resources Education', 'Community Viability Education', 'Agricultural Research and Extension Services', 'Extension Center', 'Family & Consumer Science']",Government,"Executive, Legislative & Government Institutions",Administration of Conservation Programs,Human Resources Services,0.0410,uncertain,0.0410496447994591,0.0027972077221587,,
"Bailey Trading Company Pvt Ltd, also known as BTC, is a leading mining and trading company based in Pakistan. They specialize in exporting a wide range of metallic and non-metallic minerals, dates, and supplies. With a focus on providing high-quality goods, BTC maintains strict production standards and supplies superior quality products to their customers. They have a diverse product range that includes White Milky Quartz Chips & Powder, Potash Feldspar, Iron Ore, Chrome Ore, Manganese Ore, Copper Ore, Antimony Ore, Lead Ore, Bauxite, and many others. In addition to these products, BTC also engages in mining activities in various parts of Pakistan and purchases minerals from mine owners on a regular basis. They export their products to countries such as China, Vietnam, Russia, Thailand, Singapore, Malaysia, Korea, India, Bangladesh, Saudi Arabia, Iran, United Arab Emirates, Tanzania, Mozambique, and Uganda.","['Potash Feldspar Supplier & Exporter Services', 'Mining Company', 'Metals and Minerals Supplier', 'Flint Clay Supplied Services', 'Quartz Powder Manufacturer / Exporting', 'Dates Exporter', 'Lead Ore Supplies', 'Bauxite Supplier or Exporter/importation', 'Clay Plastic Construction Services', 'Iron Ore Suppliers/exporters', 'Antimony Ore', 'Minerals, Dates, and Supplies', 'Chrome Ore Manufacturer/sales/exports', 'Manganese Ore Exporter', 'Dolomite Exporting Services']",Manufacturing,"Minerals, Earths & Ores",Iron Ore Mining,Sand and Gravel Mining,0.0407,uncertain,0.0407485501974101,0.0059103072831505,,
"Liaoning Qianshan Machinery Manufacturing Co., Ltd is a Chinese company that specializes in the production of Shenyang forgings, metal forgings and machinery manufacturing. The company is located in Ansan City Dada Bay Industrial Park and has a registered capital of $5 million yuan. They have advanced construction equipment and a professional service concept to provide customers with quality products. The factory has over 50 sets of production equipment, mainly in the business of ShenZhen Forged Parts and machinery, including a forging machine with hydraulic pressure of 4.0 tons, a four-ton electrohydraulic hammer, and associated operational vehicle forging one-ton electric air hammer. The accompanying skycar has 50T, 30T, 16T, 10T and more than ten crane equipment, and has more than 80 employees, including professional engineers and management staff. The annual production capacity is 8.0 thousand tons, and the annual output value is $70 million.","['Circle-type Forged Pieces', 'Electro-hydraulic Hammers', 'Turbine Replacement Parts Manufacturer', 'Alloy Framed Structures Manufacturer', 'Rolling Steel Replacement Parts', 'Flange Types', 'Repair of Ships Manufacturer', 'Mine Spare Parts', 'Carbon Steel Products Manufacturer', 'Hydraulic Presses', 'Landing Beds', 'Forging Machines', 'Bearing Steel Manufacturer for Forged Parts', 'Construction Equipment', 'Vertical Lathes', 'Lifting Devices', 'Mechanical Products Manufacturer and Supplier']",Manufacturing,Engines,Turbine and Turbine Generator Set Units Manufacturing,Industrial Machinery Installation,0.0402,uncertain,0.0402377672860923,0.0075753793326621,,
"The company is a distributor of used car parts and accessories based in Kerala, India. They offer a variety of car parts for sale, including bumpers and grilles for Audi 80 B3 and Audi 80 b4 Avant vehicles, as well as side and rear bumpers for VW Passat and Golf 3 models. They also provide spare parts for these models.","['Car Keys', 'Car Batteries', 'Fruit And Vegetables', 'Automotive Locks', 'Roof Racks', 'Automotive Filters', 'Heating and Cooling Air Conditioners', 'Convenience Items', 'Air Pumps', 'Online Marketplace', 'Confections', 'Dehumidifier Filters', 'Car Mufflers', 'Floor Mats', 'Deodorizers and Air Purifiers', 'Car Headlights', 'Car Shampoo', 'Air Freshening Products', 'Service Provider Connection', 'Automotive Products', 'Carpet Cleaners', 'Automotive Parts and Accessories', 'Car Washing Machines', 'Exterior Accessories', 'Cold Beverages', 'Floor Cleaners and Degreasers', 'Online Classifieds Platform']",Wholesale,Auto Parts Manufacturers,Motor Vehicle Parts (Used) Merchant Wholesalers,Air Duct Cleaning Services,0.0397,uncertain,0.0396957151604036,0.011039924687466,,
"Why Component Trading & BSSS Specialized Technologies is a machining manufacturer located in Seremban, Senawang, Malaysia. They specialize in producing surface treated and part assembled components using a wide network of subcontractors and partners. With their modern CNC-operated machines, they are capable of producing any kind of milled or turned component. Their skilled programmers and CNC machinists have extensive knowledge in turning and machining a diverse range of standard and complex shaped machined parts and sub-assemblies. They work with companies that require quality and accurate machined components for demanding applications. The company is dedicated to tailoring their services to meet the individual needs of their customers and collaborates on design development. They have a modern and well-equipped workshop and a team of talented and highly qualified professionals who work together to deliver high-quality work on time and within budget.","['Samples and Prototypes', 'Design & Development', 'Full-service Hardware Store', 'Plumbing Supplies', 'Skilled Programmers', 'Surface Treated Components', 'Assembled Components', 'Electric Supplies', 'Precision Manufacturing', 'Turned and Milled Components', 'Manufacturer', 'Modern CNC Machines', 'Manufacturing Industry Supplier', 'Small Batch Production']",Manufacturing,Machinery parts manufacturer,Precision Turned Product Manufacturing,Wood Product Manufacturing,0.0396,uncertain,0.0395502035889561,0.011468248910444,,
"Shandong Yiwu Technology Co., Ltd. is a high-tech enterprise based in Shandong, China that specializes in the research and development of home biological fertilizers, micronutrients, and adjuvenous fertilizers. The company is a leading foreign investment-oriented enterprise that focuses on the research, development, and production of micronu fertilizers and adjuvants. Their products are known for their high quality and effectiveness, and are widely used by consumers. The products are made from a variety of crops, including corn, wheat, soybeans, and barley, and contain a range of nutrients and micronuts.",['Religious Services'],Manufacturing,Chemicals,Nitrogenous Fertilizer Manufacturing,Market Research Services,0.0377,uncertain,0.0377154622538249,0.0072541902169183,,
"Parhamska is a company that specializes in producing high-quality, Australian-made wine using traditional methods and modern technology. They offer a variety of wines, including Chenin blanc, Gorgonzola, and Riedel, which can be purchased at their wine bar in Parhamsk. The company prides itself on its commitment to quality and craftsmanship, using only the best grapes and traditional methods to create their wines. Parham's wine cellar is open to the public, offering visitors the opportunity to taste and purchase their products.","['Fresh Seafood', 'Culinary Experiences', 'Sushi Restaurant', 'Pickup Services', 'Meat Dishes', 'Japanese Cuisine']",Manufacturing,Dairy Products - Farms & Stores,Creamery Butter Manufacturing,Seafood Processing Services,0.0374,uncertain,0.0373995546251115,0.002139600671323,,
"Balineum, Company is a business based in London, United Kingdom, specializing in the distribution and design of elegant linens and accessories for bathrooms. They offer a complete range of products and services, including washing and ironing goods, bathroom and toilet supplies, personal hygiene goods, carpet products, and home textiles. Balineum focuses on classic and timeless designs that reflect the elegance of the rest of your home, working together and individually to create a beautiful and pleasurable environment. They work with top manufacturers to provide quality materials and excellent craftsmanship. With plans to expand their product range, Balineaum aims to offer a variety of accessories to transform your bathroom, including towels, small accessories, containers, and a linen toweling range.","['Soft Cotton Pillow', 'Suction Cups', 'Indochine Laundry Bin', 'Removing Inner Cotton Bag', 'Rattan Hamper', '100 Cotton Cove', 'Small Accessories and Containers', 'Place Des Lice White Bathroom Accessories', 'Online Retail', 'Linen Toweling Range', 'Linens for Bathrooms', 'Ceramics Ware']",Manufacturing,Bathroom Furniture & Equipment,Plastics Plumbing Fixture Manufacturing,Carpet Manufacturing Services,0.0349,uncertain,0.0349032814842463,0.0023789687937381,,
"Forever Fresh LLC is a grower-owned, vertically integrated fresh fruit sales and marketing company that specializes in Chilean and Peruvian products such as stonefruit, cherries, grapes, apples, and citrus.","['Vert Integrated Fresh Fruit Sales', 'Citrus Products', 'Peruvian Products', 'Stonefruit', 'Custom Packs', 'Apple Products', 'Apples', 'Sweet Cherries', '24/7 Customer Support', 'Grape Products', 'Wine Grapes', 'Transparent Communication', 'Stonefruit Products', 'Cherries Production', 'Direct Sourcing from Growers']",Wholesale,Fruit & Vegetable - Markets & Stores,Fresh Fruit and Vegetable Merchant Wholesalers,Marketing Services,0.0339,uncertain,0.0339285930633084,0.0101837418539708,,
"Hing Aluminium Enterprise is an aluminum supplier based in Tebrau, Johor, Malaysia.","['Aluminum Rolling, Drawing, and Extruding', 'Al Products Supplier']",Manufacturing,Aluminum Processing & Products,"Other Aluminum Rolling, Drawing, and Extruding",Coffee Processing Services,0.0315,uncertain,0.031462466902364,0.0013053528323262,,
"Kota Basent Vehicle Colony Aditya Nagar is a driver and vehicle licensing agency located in Modak, Rajasthan, India. They specialize in providing license and registration services for vehicles.","['Driver Licensing Services', 'License Acquisition Services', 'Vehicle Registration Services', 'Registration Services']",Services,Car Rental,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Consulting Services,0.0280,uncertain,0.0279690741816297,0.0018618612081095,,
"Ashen Winter by Mike Mullin is a post-apocalyptic book series that follows the story of Alex and Darla, who are forced to find new reserves of strength and determination to survive after the eruption of the Yellowstone supervolcano. The first book in the series, Ashfall, follows the journey of Alex's parents as they must travel to Iowa to find and bring back their loved ones. The series features life-and-death battles for food and power between the remaining communities. The ARC of the book was provided by NetGalley in exchange for an honest review. While some reviewers have praised the book, others have criticized it for lacking world building and explaining all about the natural disaster, with a focus on action and characters going through a lot of crazier stuff.","['Book Reviews and Recommendations Services', 'Book Contests', 'Author Interviews', 'Book Giveaways', 'Timeline Readings', 'Book Reviewing and Recommendations']",Services,Book Publisher,Book Publishers,Travel Services,0.0275,uncertain,0.0274507743603599,0.0148987317326465,,
"Ard Einne House Bed & Breakfast is a 3-star guesthouse located in the heart of Inishmore, Ireland, just 10 minutes' drive from Cork. The guesthouse offers comfortable rooms with private bathrooms and spectacular sea views, each equipped with a TV and complimentary toiletries. The bed and breakfast is renowned for its evening meals, which showcase a selection of local produce cooked to perfection. Guests can enjoy their meals against the backdrop of stunning views over Cill Einna Bay, and the restaurant accommodates special diets, offering vegetarian options upon request. The shared lounge provides a communal space for relaxation, while Wi-Fi is accessible in public areas to keep guests connected. Guests at Ard Einene House can enjoy a selection.","['Shared Lounge', 'En Suite Bathrooms', 'Tranquil Haven for Devotees and Travelers', 'Wi-fi in Public Areas', 'Bed and Breakfast Accommodations', 'Close Proximity to Pubs', 'Tourism', 'Scenic Views', 'Vegetarian Options', '3-star Accommodation', 'Immersive Cultural Experiences', 'Evening Meals', 'Special Diets Accommodating', 'Modern Rooms with Private Bathrooms', 'Live Performances', 'Hospitality Services', 'Local Cuisine']",Services,Bed and Breakfast,Bed-and-Breakfast Inns,Public Relations Services,0.0233,uncertain,0.0232587373552023,0.0159273611948677,,
"The Turkey Club UK is an organization that was established in 2001 with the aim of preserving and promoting traditional standard varieties of turkeys in the UK. They work towards maintaining breed standards, encouraging and assisting with advice for anyone wishing to keep turkeys, and establishing a higher profile for the turkey as an exhibition bird and utility species of poultry. The club promotes education and illustration whenever appropriate and hosts events such as the Turkey Club AGM and Turkey Census. The Black turkey, which eventually became known as Norfolk black, was believed to be the first variety of turkey in Britain. The organization is located at Dodpen Farm, Fishpond, Brimport.","['Education and Illustration on Turkeys', 'Turkeys as Exhibition Birds', 'Poultry Species', 'Breed Identification and Maintenance', 'Advice for Maintaining Turkeys', 'Animal Husbandry Club']",Manufacturing,Poultry & Egg Farms,Turkey Production,Animal Trainers,0.0220,uncertain,0.0220123205069904,0.0029948470215752,,
"They provide a platform that allows users to customize their consent preferences for over 51 different ad vendors or decline consent by selecting ""Learn More"". Users can update their preferences at any time by visiting the Privacy link displayed under each ad or by using the ""Privacy"" option in the Action Bar located at the bottom-right corner of the screen. The company's partners may process some data based on legitimate interests instead of consent, but users can object to this by disabling the Legitimate Interests toggle under any listed Purpose or Partner.","['Product Development Specific to Ads Program', 'Personalized Advertisements', 'Audience Insights']",Retail,Vitamins & Supplements,Food (Health) Supplement Retailers,Data Analysis Services,0.0203,uncertain,0.0202797507187498,0.006422777337065,,
"Noush Biscuits is a Belgian company that specializes in creating artisanal biscuits with a focus on craftsmanship, gourmandise, and refinement. Their biscuits are made with love and passion to produce an elegant and tasty product. The company offers a range of 10 varieties of biscuits with different textures and flavors, including a personalized cookie that can be customized with a logo or slogan. Noush biscuits are perfect for gifts or treats, and the company takes great care to pay attention to detail when making all their products.","['Customized Cookie Boxes', 'Classic Cookies', 'Retail', 'Biscuit Shop']",Manufacturing,Snack Foods,Cookie and Cracker Manufacturing,Wood Product Manufacturing,0.0196,uncertain,0.0196416737057014,0.0041337226867331,,
"Todayupdates is a company that provides information and updates on various technology-related topics, including WhatsApp, Instagram, and Viber. They offer tips and guides on how to use and use popular messaging apps such as WhatsApp, Facebook Messenger, and Instagram, as well as how to download and share photos, stories, reels, and videos. They also provide information on how-to recovery and delete WhatsApp messages, track online relationships, and record calls using call recorders.","['Video Editing Apps', 'Jawan Template Text Effect Capcut', 'Whatsapp Messaging Editing']",Services,Newspapers & Magazines,Greeting Card Publishers,Well Maintenance Services,0.0175,uncertain,0.0174623529897746,0.0017258664691358,,
"John's F-Stop is a photography and image manipulation company founded by John H. Gregory. The company specializes in capturing images of birds and other subjects, with a focus on birds in Connecticut and Maine.","['Photography Services', 'Photo Manipulation Services']",Services,Photographers & Photographic Studios,"Photography Studios, Portrait",Consulting Services,0.0152,uncertain,0.0151940055688666,0.0010114431883145,,
"Punk Philatelist is a company that focuses on the history and culture of postage stamps. They produce a podcast called ""Stamps Aren't Cool"" which explores the history of stamp collecting and relationships. The podcast covers topics such as the last UK stamp releases under Elizabeth II, the reign of the Queen, and the controversy surrounding the Machin stamp reign. Punk Philatelists has also been recognized by The Guardian for their list of Australia's greatest ever stamps.","['Retail', 'Postage Stamps', 'Philatelic Podcast']",Services,Shipping Couriers,Postal Service,HVAC Installation and Service,0.0111,uncertain,0.0111017314457194,0.0057263910411342,,
"Taan Tawan Faa Ploi is a jewelry store located in Thawi Watthana, Bangkok, Thailand. The store specializes in offering a variety of jewelry products.","['Onsite Services', 'Jewelry Retailer', 'In-store Pickup', 'In-store Shopping']",Retail,Watches & Jewelry Stores,Jewelry Retailers,Consulting Services,0.0055,uncertain,0.0055454300946134,0.0003691513386676,,
"The Itumbahal Ward Office is a city government office located in Kathmandu, Nepal. It operates within the Bagmati Province.",[],Government,"Executive, Legislative & Government Institutions",Administration of Education Programs,Occupational Health Services,0.0000,uncertain,0.0,0.0,,
