description,business_tags,sector,category,niche,insurance_label,insurance_label_scores,pred_status,top1_score,gap_top1_top2,human_ok,notes
"Dongguan City Chimei Packaging Products Co., Ltd is a full-service supplier of packaging materials and accessories, specializing in garment accessories packaging solutions. Founded in 2002, it is the predecessor of Dongguan Michi Trade Company and has been producing packaging systems and accessories for over 20 years. Their product range includes hanging granules, hang tag adhesive needles, hooks, nylon tape, glue clip, and desiccant. The company is headquartered in Dongguans Tiger Gate, a clothing town known for its unique geographical location and business coverage throughout China and abroad. They strive to provide customers with high-quality and cost-efficient packaging products and continuously improve their manufacturing processes to meet customer needs.","['Cotton Tape', 'Packaging Services', 'Packaging Accessories Manufacturer', 'Piercing Needles Supplier', 'Hanging Granules', 'Eco-friendly Packaging Solutions for Mattresses', 'Automated Labeling Solutions', 'Beaded Straps Manufacturer', 'GRS Recyclable Materials and Degradable Materials', 'Plastic Clips, Hooks, and Adapters', 'Pellet-post Hanger Manufacturer', 'Glue Clip Desiccants', 'Hang Tag Adhesive Needles']",Manufacturing,Packing & Crating,Plastics Bag and Pouch Manufacturing,Plastic Manufacturing,0.0492,uncertain,0.0491739183976154,0.0226749164170416,,
"YoYo Sauce is a company that produces a world-famous special sauce made from natural ingredients such as honey mustard, mayonnaise, sugar, white vinegar, water, salt, egg yellow, shade, honey, and sriracha chili sauce. The sauce was originally created at Yoyo Asian Street Food, a restaurant in Port Saint Lucie, Florida, where the chef wanted to keep chicken wings on the menu due to their popularity. YoYo Sauce was created to provide a versatile sauce that can be used with any kind of food and is bursting with flavor and just the right amount of heat. The company offers free delivery and provides a blog with information on how to cook with their sauce.","['Barbecue Sauce', 'Food Retail', 'Chicken Wings', 'Food Manufacturing', 'Homemade Pad Thai Sauce', 'Tartar Sauce', 'Dried Noodles', 'Spicy Thai Noodle Dish']",Manufacturing,"Spices, Condiments & Sauces","Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",Pet Food Manufacturing,0.0451,uncertain,0.0450638585375571,0.0023580752685298,,
"Toysmith Shop is a global online retailer that specializes in providing customers with a diverse portfolio of premium toys and gifts. With a strong bond with industry insiders and collaborations with reputable import & export companies, warehousing & logistics companies, and after-sales service providers, Toysmith Shop offers original, high-quality, and exclusive fashionable clothing at reasonable prices. Their self-dependent design team, experienced raw material purchasing department, and mature supply chains enable them to offer the latest fashion ingredients and cater to customers' needs. With over forty years of experience in the toy industry, Toymith Shop has built a reputation for trust and customer service, manufacturing and distributing every type of high-caliber toy and gift.","['Quick and Precise Delivery', 'Pretend Play', 'Princess Blue with Bird Paper', 'High-quality Toys', 'Magic', 'Black Pegasus Paper', 'Reticulated Giraffe Safari', 'Business Potential Maximization', 'Puppies & Kittens', 'Fashionable Clothing', 'Mini Carry Case Calico Critters', 'Wizarding World of Harry Potter', 'Toy Manufacturing and Distribution', 'Dress-up Clothes', 'Homewares for Cooking', 'Fire Rescue Quad Playmobil', 'Little Friends', 'Master Pieces Baseball Guys', 'Screaming Associates Party Pumps', 'Spy Gear']",Retail,Toys & Games Stores,"Hobby, Toy, and Game Retailers",Paper Production Services,0.0426,uncertain,0.0426050152187897,0.0052309461488071,,
"Shaanxi Huazhong Auto Parts (Group) Co., Ltd is a joint stock company that specializes in the production of automotive parts, industrial property development, standardized factory rental, building steel structure, and trade logistics. The company is dedicated to the research and development and production of medium and heavy truck parts, car drive axle components, and automotive transmission parts. They offer over 50 types of automobile drive axis spare parts, intermediate support seats, 510 cross beams, electric bottle box bodies, case covers, mounting plates, large racks, tail pieces, and over 100 types of vehicle chassis parts products, including gearbox casing, series top cap, back cover, bearing cover, and transmission parts products. Their products are sold all over China and exported to more than ten countries in Southeast Asia, Russia, Africa, Europe, and America.","['Medium to Light Duty Truck Parts', 'Industrial Property Development', 'Middle Covers', 'Steel Buildings', 'Big Racks', 'Intermediate Support Seat', 'Hit Series Caps', 'Mounting Plates', 'Standardized Factory Rental', 'Gearbox Casing', 'Chassis System Parts', '510 Cross Beams', 'Trade And Logistics', 'Road Axles Components', 'Shell Bridge', 'Automotive Parts', 'Rear Lid', 'Electric Bottle Box Body', 'Cases & Covers', 'Bearing Covers', 'Wheel Hubs']",Manufacturing,Auto Parts Manufacturers,Motor Vehicle Metal Stamping,Property Management Services,0.0426,uncertain,0.0425701958857284,0.0197306942614522,,
"California's 'Most Wanted' Fugitives: DEA is a website created by the Northern California Regional Fugitive Apprehension Site to help individuals find wanted criminals. The website provides criminal records for various locations, including San Mateo County, California, and offers a criminal background check service. The database includes information such as name, date of birth, physical description, address, crime and crime location, and more. Users are advised to comply with the Fair Credit Reporting Act and other laws governing the use of public records. The accuracy of the information is not guaranteed, and users are encouraged to consult state and federal laws before using the information.","['Juvenile Defense Services', 'Criminal Background Check Services', 'Drug Enforcement Services', 'Criminal Defense Services', 'Most Wanted Criminals List', 'Criminal Record Checks']",Government,Courthouses,"Other Justice, Public Order, and Safety Activities",Website Development Services,0.0417,uncertain,0.0416540730213329,0.0085548940697279,,
"Bronces Jordá is a leading industrial group in the specialized funeral art casting sector. The company controls the entire production process of its articles, from the initial idea to the finishing and commercialization processes. They offer an extensive catalogue of images, sculptures, and decorative elements.","['Bronze Articles Manufacturer', 'Bronze Sculptures', 'Production Process Management', 'Casting Services', 'Decorative Elements', 'Manufacturing of Funeral Articles', 'International Distribution', 'Traditional Craft Techniques']",Manufacturing,Forging & Metal Stampings,Other Nonferrous Metal Foundries (except Die-Casting),Sheet Metal Services,0.0383,uncertain,0.0382623374986545,0.0200847986824793,,
"Autowell Motor Factors is a scrap yard located in Dewsbury, United Kingdom. They specialize in buying scrap cars and selling parts for scrap cars. The company offers a discount of 10% on cars breaking down and has received positive feedback from customers who appreciate the quick and efficient payment process. Autowell Motor factors prides itself on providing a friendly and professional service, with a focus on customer satisfaction.","['Sal Yard', 'Recycled Batteries', 'Auto Body Parts Supplier', 'Wrecker Services', 'In-store Pickup']",,,Recyclable Material Merchant Wholesalers,Landscaping Services,0.0368,uncertain,0.0368063977593337,0.0270074809038009,,
"Rent-A-Chicken - Hühnerpatenschaften der Mühle Kühnhardt is a chicken breeding service operated by Mühlen Künhardt, a farm located in Kuehnhardt, Germany. The company specializes in breeding and selling free-range chickens that are free from the use of antibiotics and raised in a cage-free environment. These chickens are known for their healthy and well-socialized nature, as well as their feather-free appearance. Rent-A Chicken offers a variety of chicken breeds, including Hahn, Hennen, and Huhn, which are available for rent. The farm is operated by Walt and Hotpeat, who are committed to providing healthy and happy chickens to their customers.","['Chicken Breeding and Raising Chickens', 'Healthy Eggs', 'Animal Breeding', 'Animal Husbandry Services', 'Pate Breeding Services']",Manufacturing,Poultry & Egg Farms,Poultry Hatcheries,Animal Feed Manufacturing,0.0361,uncertain,0.0361142706333405,0.004727166069363,,
"Ukoner Generators is a company that specializes in the production of diesel generators, portable gasoline generators, and portable diesel generators. They prioritize the importance of selecting the right generator based on its power, location, and capacity before purchase. The company emphasizes the need for periodic maintenance and replacement parts to ensure high performance and longevity of the generator. Ukoner generators are designed to meet the demands of companies and individuals in the energy sector and are exported to many countries. With their extensive customer network and experience, Ukoners Generators aims to become a world-class brand in the power sector.","['Medical Power Generators', 'Generator Installation Services', 'Generator Selection Assistance', 'Power Supplies', 'Power Generation Equipment', 'Power and Site Identification', 'Generator Maintenance', 'Spare Parts Procurement', 'Portable Diesel Generators', 'Power Industry']",Manufacturing,Engines,Turbine and Turbine Generator Set Units Manufacturing,Medical Gas Installation Services,0.0307,uncertain,0.0306670527672492,0.004569826382696,,
"Ashen Winter by Mike Mullin is a post-apocalyptic book series that follows the story of Alex and Darla, who are forced to find new reserves of strength and determination to survive after the eruption of the Yellowstone supervolcano. The first book in the series, Ashfall, follows the journey of Alex's parents as they must travel to Iowa to find and bring back their loved ones. The series features life-and-death battles for food and power between the remaining communities. The ARC of the book was provided by NetGalley in exchange for an honest review. While some reviewers have praised the book, others have criticized it for lacking world building and explaining all about the natural disaster, with a focus on action and characters going through a lot of crazier stuff.","['Book Reviews and Recommendations Services', 'Book Contests', 'Author Interviews', 'Book Giveaways', 'Timeline Readings', 'Book Reviewing and Recommendations']",Services,Book Publisher,Book Publishers,Travel Services,0.0299,uncertain,0.0299180817665559,0.0162754987939289,,
"Sisana Sweeteners is a European company that specializes in providing bulk, wholesale sweeteners of all kinds, including natural and wild agave nectar, agave granulated sweetener, and agave sweet powder. They offer two forms of agave syrup, natural agave and wild acai, made from natural agaves and pure cane juice, respectively. Sisana is the only company in Europe that offers agave syrups and aga sweet powder in multi-flavors. They pride themselves on delivering high-quality agave products at an affordable price worldwide.","['Contract Filling Services', 'Agave Sweetener', 'Confections', 'Agave Sweet Powder in Multi-flavors', 'Chocolate Manufacturing', 'Private Label Solutions']",Manufacturing,"Spices, Condiments & Sauces",Cane Sugar Manufacturing,Multi-Family Construction Services,0.0287,uncertain,0.0287455489629843,0.0204443323175949,,
"The Election Mumbai Suburban district is a blog dedicated to providing information to the public about election offices and events in the Mumbai Suburban District. It covers various topics such as constituency maps, polling stations, toll-free helplines, and the National Electoral Rolls Purification (Nerp) process. The blog aims to improve the accuracy and integrity of the electoral rolls by utilizing technology to remove multiple entries and data errors. It also provides information on polling station-related activities, including standardization of sections and the identification and mapping of alternative locations. The final electoral rolls for all 26 assembly constituencies in the district were published on January 16, 2016, and are available for inspection at the ERO's office. The National Electoral Roll Purification and Authentication Programme (Nerap) was launched by the Election Commission of India to bring an error-free electoral roll.","['Constituency Map', 'Information Services Provider', 'Toll-free Help Line', 'Government Offices Local', 'Aadhar Number and EPIC Number Updating', 'Governmental Information Services', 'Legislative Elections', 'Bye Elections']",Government,"Executive, Legislative & Government Institutions",Public Finance Activities,Public Relations Services,0.0284,uncertain,0.0284323394284159,0.0048305644242317,,
"Gamma Custom Bass Guitars, also known as Gamma Bass Gu guitars, is a company that specializes in creating custom bass guitars. The company was founded after the owners experienced disappointment with various styles of bass guitars and decided to create their own line of simple, classy, and cool bass guitars that are affordable. The guitars are made with input and suggestions from bass experts, fellow bass enthusiasts, and friends and family to provide quality instruments that are not breaking the bank.","['Production', 'Musical Instrument Manufacturing', 'Custom Electric Guitars and Basses Manufacturer', 'Custom Bass Manufacturing', 'Retail', 'Sample Collection']",Manufacturing,Musical Instruments & Music Stores,Musical Instrument Manufacturing,Electric Line Construction,0.0260,uncertain,0.0259648500479924,0.0145641657844494,,
"Bolle Safety Ultim8 is a company that specializes in producing Ultimate Glasses with Clear Lens, Black/Red/Clear, Clear, One Size products. They offer professional reviews from industry experts at Royal Designs, Inc. Their products include the Bso18Wh Flare Bottom Outside Corner Scallop Basic Lamp Shade, 10 x 18 x 13, and the Rust-Oleum Corporation Zinsser Shieldz Universal Wallcovering Primer Sealer, 1-Gallon(Package may vary).","['Dirt Devil Power Express Lite', 'CLC Work Gear 1579 20 Inch']",Retail,Ophthalmic & Optical Instruments & Lenses,Optical Goods Retailers,Food Safety Services,0.0235,uncertain,0.0234509982864024,0.0046046950496058,,
Pro Stitch Embroidery is a company that specializes in embroidery services. They offer professional customer service and have a catalog of products available for purchase.,"['Professional Customer Service', 'Embroidery Services']",Manufacturing,Fabric-Based Home Goods,Narrow Fabric Mills and Schiffli Machine Embroidery,Home Staging Services,0.0225,uncertain,0.0225306499878377,0.0031562964760194,,
"Iranian Herbs & Herbal Cures is an online herbal store that offers a wide range of organic herbal medicine and alternative cures for various health issues such as weight loss, hair loss, pain relief, migraine headaches, anxiety and depression, rheumatoid arthritis, urinary tract infection, and more. The company provides a variety of herbal products including herbal weight loss pills, herbal cosmetics, nuts, dried fruits, and teas. All products are sourced from Iran and are 100% organic. The store offers popular products such as Lithorex-B, Setaregan nik, Denta Barij, and Eucalyptus Inhaler.","['Herbal Weight Loss Supplements', 'Dried Fruits & Nuts', 'Pain Relief Products', 'Anxiety and Depression Relief Products Provider', 'Rheumatism Relief Products Supplier', 'Herbal Teas Retailer', 'Migraine and Headache Creams Retailer', 'Online Retail', 'Urinary Tract Infection Relief Products Manufacturer', 'Organic Herbs Retailer']",Manufacturing,"Spices, Condiments & Sauces",Spice and Extract Manufacturing,Online Marketing Services,0.0195,uncertain,0.0195131360798258,0.0058233321856656,,
The company specializes in the sale and purchase of new and used diesel generators and generator sets of various makes and capacities.,"['Gen Sets', 'Diesel Generators']",Manufacturing,Engines,Mechanical Power Transmission Equipment Manufacturing,New Ground Excavation,0.0183,uncertain,0.0183421820081839,0.0015438081488383,,
"Kota Basent Vehicle Colony Aditya Nagar is a driver and vehicle licensing agency located in Modak, Rajasthan, India. They specialize in providing license and registration services for vehicles.","['Driver Licensing Services', 'License Acquisition Services', 'Vehicle Registration Services', 'Registration Services']",Services,Car Rental,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Legal Services,0.0173,uncertain,0.0173044574387115,1.1714943836803328e-05,,
"The Turkey Club UK is an organization that was established in 2001 with the aim of preserving and promoting traditional standard varieties of turkeys in the UK. They work towards maintaining breed standards, encouraging and assisting with advice for anyone wishing to keep turkeys, and establishing a higher profile for the turkey as an exhibition bird and utility species of poultry. The club promotes education and illustration whenever appropriate and hosts events such as the Turkey Club AGM and Turkey Census. The Black turkey, which eventually became known as Norfolk black, was believed to be the first variety of turkey in Britain. The organization is located at Dodpen Farm, Fishpond, Brimport.","['Education and Illustration on Turkeys', 'Turkeys as Exhibition Birds', 'Poultry Species', 'Breed Identification and Maintenance', 'Advice for Maintaining Turkeys', 'Animal Husbandry Club']",Manufacturing,Poultry & Egg Farms,Turkey Production,Animal Feed Manufacturing,0.0171,uncertain,0.0170727227780915,0.0029633598401285,,
"Todayupdates is a company that provides information and updates on various technology-related topics, including WhatsApp, Instagram, and Viber. They offer tips and guides on how to use and use popular messaging apps such as WhatsApp, Facebook Messenger, and Instagram, as well as how to download and share photos, stories, reels, and videos. They also provide information on how-to recovery and delete WhatsApp messages, track online relationships, and record calls using call recorders.","['Video Editing Apps', 'Jawan Template Text Effect Capcut', 'Whatsapp Messaging Editing']",Services,Newspapers & Magazines,Greeting Card Publishers,Online Marketing Services,0.0158,uncertain,0.0157951982269,0.0005079748472825,,
